15,PALMAR DE BRAVO,50.226,1,6,1,8,110
1,PANTEPEC,18.528,1,6,1,8,111
23,PETLALCINGO,9.35,1,6,1,8,112
23,PIAXTLA,4.627,1,6,1,8,113
9,PUEBLA,1.692.181,1,16,1,18,114
15,QUECHOLAC,57.992,1,6,1,8,115
14,QUIMIXTLAN,22.855,1,6,1,8,116
13,RAFAEL LARA GRAJALES,15.952,1,6,1,8,117
18,SAN ANDRES CHOLULA,154.448,1,8,1,10,119
26,SAN ANTONIO CA�ADA,5.938,1,6,1,8,120
21,SAN DIEGO LA MESA TOCHIMILTZINGO,1.27,1,6,1,8,121
8,SAN FELIPE TEOTLALCINGO,11.063,1,6,1,8,122
2,SAN FELIPE TEPATLAN,3.793,1,6,1,8,123
26,SAN GABRIEL CHILAC,15.954,1,6,1,8,124
21,SAN GREGORIO ATZOMPA,9.671,1,6,1,8,125
21,SAN JERONIMO TECUANIPAN,6.597,1,6,1,8,126
23,SAN JERONIMO XAYACATLAN,3.606,1,6,1,8,127
13,SAN JOSE CHIAPA,10.443,1,6,1,8,128
26,SAN JOSE MIAHUATLAN,14.018,1,6,1,8,129
14,SAN JUAN ATENCO,3.604,1,6,1,8,130
23,SAN JUAN ATZOMPA,975,1,6,1,8,131
7,SAN MARTIN TEXMELUCAN,155.738,1,8,1,10,132
23,SAN MARTIN TOTOLTEPEC,692,1,6,1,8,133
7,SAN MATIAS TLALANCALECA,20.974,1,6,1,8,134
23,SAN MIGUEL IXITLAN,526,1,6,1,8,135
8,SAN MIGUEL XOXTLA,12.461,1,6,1,8,136
14,SAN NICOLAS BUENOS AIRES,10.464,1,6,1,8,137
8,SAN NICOLAS DE LOS RANCHOS,11.78,1,6,1,8,138
23,SAN PABLO ANICANO,3.759,1,6,1,8,139
18,SAN PEDRO CHOLULA,138.433,1,8,1,10,140
23,SAN PEDRO YELOIXTLAHUACA,3.488,1,6,1,8,141
14,SAN SALVADOR EL SECO,30.639,1,6,1,8,142
7,SAN SALVADOR EL VERDE,34.88,1,6,1,8,143
15,SAN SALVADOR HUIXCOLOTLA,16.79,1,6,1,8,144
26,SAN SEBASTIAN TLACOTEPEC,13.189,1,6,1,8,145
23,SANTA CATARINA TLALTEMPAN,749,1,6,1,8,146
23,SANTA INES AHUATEMPAN,6.341,1,6,1,8,147
21,SANTA ISABEL CHOLULA,11.498,1,6,1,8,148
25,SANTIAGO MIAHUATLAN,30.309,1,6,1,8,149
12,SANTO TOMAS HUEYOTLIPAN,9.315,1,6,1,8,151
13,SOLTEPEC,12.631,1,6,1,8,152
12,TECALI DE HERRERA,23.625,1,6,1,8,153
15,TECAMACHALCO,80.771,1,8,1,10,154
23,TECOMATLAN,6.83,1,6,1,8,155
24,TEHUACAN,327.312,1,8,1,10,156
23,TEHUITZINGO,12.672,1,6,1,8,157
5,TENAMPULCO,6.743,1,6,1,8,158
23,TEOPANTLAN,3.836,1,6,1,8,159
22,TEOTLALCO,3.689,1,6,1,8,160
24,TEPANCO DE LOPEZ,22.218,1,6,1,8,161
2,TEPANGO DE RODRIGUEZ,4.155,1,6,1,8,162
12,TEPATLAXCO DE HIDALGO,18.854,1,6,1,8,163
13,TEPEACA,84.27,1,8,1,10,164
22,TEPEMAXALCO,1.216,1,6,1,8,165
22,TEPEOJUMA,8.918,1,6,1,8,166
4,TEPETZINTLA,10.373,1,6,1,8,167
22,TEPEXCO,7.523,1,6,1,8,168
23,TEPEXI DE RODRIGUEZ,22.331,1,6,1,8,169
6,TEPEYAHUALCO,19.2,1,6,1,8,170
23,TEPEYAHUALCO DE CUAUHTEMOC,3.851,1,6,1,8,171
4,TETELA DE OCAMPO,27.216,1,6,1,8,172
5,TETELES DE AVILA CASTILLO,6.653,1,6,1,8,173
6,TEZIUTLAN,103.583,1,8,1,10,174
21,TIANGUISMANALCO,14.432,1,6,1,8,175
22,TILAPA,9.664,1,6,1,8,176
14,TLACHICHUCA,31.639,1,6,1,8,179
24,TLACOTEPEC DE BENITO JUAREZ,54.757,1,6,1,8,177
1,TLACUILOTEPEC,15.977,1,6,1,8,178
7,TLAHUAPAN,41.547,1,6,1,8,180
8,TLALTENANGO,7.425,1,6,1,8,181
12,TLANEPANTLA,5.39,1,6,1,8,182
2,TLAOLA,20.433,1,6,1,8,183
2,TLAPACOYA,6.422,1,6,1,8,184
22,TLAPANALA,10.344,1,6,1,8,185
5,TLATLAUQUITEPEC,55.576,1,6,1,8,186
1,TLAXCO,4.934,1,6,1,8,187
21,TOCHIMILCO,19.315,1,6,1,8,188
23,TOCHTEPEC,22.454,1,6,1,8,189
23,TOTOLTEPEC DE GUERRERO,1.187,1,6,1,8,190
23,TULCINGO,9.871,1,6,1,8,191
5,TUZAMAPAN DE GALEANA,5.924,1,6,1,8,192
12,TZICATLACOYAN,6.476,1,6,1,8,193
1,VENUSTIANO CARRANZA,28.395,1,6,1,8,194
26,VICENTE GUERRERO,26.559,1,6,1,8,195
23,XAYACATLAN DE BRAVO,1.57,1,6,1,8,196
1,XICOTEPEC,80.591,1,8,1,10,197
22,XICOTLAN,1.312,1,6,1,8,198
6,XIUTETELCO,42.943,1,6,1,8,199
4,XOCHIAPULCO,3.443,1,6,1,8,200
23,XOCHILTEPEC,3.375,1,6,1,8,201
4,XOCHITLAN DE VICENTE SUAREZ,13.025,1,6,1,8,202
23,XOCHITLAN TODOS SANTOS,7.178,1,6,1,8,203
5,YAONAHUAC,7.926,1,6,1,8,204
15,YEHUALTEPEC,26.392,1,6,1,8,205
23,ZACAPALA,4.647,1,6,1,8,206
4,ZACAPOAXTLA,57.887,1,6,1,8,207
3,ZACATLAN,87.361,1,8,1,10,208
24,ZAPOTITLAN,8.595,1,6,1,8,209
4,ZAPOTITLAN DE MENDEZ,5.675,1,6,1,8,210
4,ZARAGOZA,16.752,1,6,1,8,211
4,ZAUTLA,20.717,1,6,1,8,212
2,ZIHUATEUTLA,11.967,1,6,1,8,213
26,ZINACATEPEC,18.359,1,6,1,8,214
4,ZONGOZOTLA,4.539,1,6,1,8,215
5,ZOQUIAPAN,2.452,1,6,1,8,216
26,ZOQUITLAN,20.335,1,6,1,8,217
